chr	start	end	pop1	pop2	metric	value
23	13590002	13600001	AFR2	AFR1	Dxy	0.361939
23	13590002	13600001	OOA	AFR1	Dxy	0.2556
23	13590002	13600001	OOA	AFR2	Dxy	0.264296
23	13600002	13610001	AFR1	.	pi	0.389402
23	13600002	13610001	AFR2	.	pi	0.31963
23	13600002	13610001	OOA	.	pi	0.146703
23	13600002	13610001	AFR2	AFR1	Dxy	0.366477
23	13600002	13610001	OOA	AFR1	Dxy	0.524054
23	13600002	13610001	OOA	AFR2	Dxy	0.548469
23	13610002	13620001	AFR1	.	pi	0.274151
23	13610002	13620001	AFR2	.	pi	0.118683
23	13610002	13620001	OOA	.	pi	0.0539569
23	13610002	13620001	AFR2	AFR1	Dxy	0.210436
23	13610002	13620001	OOA	AFR1	Dxy	0.368604
23	13610002	13620001	OOA	AFR2	Dxy	0.347054
23	13620002	13630001	AFR1	.	pi	0.422184
23	13620002	13630001	AFR2	.	pi	0.338068
23	13620002	13630001	OOA	.	pi	0.134134
23	13620002	13630001	AFR2	AFR1	Dxy	0.40512
23	13620002	13630001	OOA	AFR1	Dxy	0.514085
23	13620002	13630001	OOA	AFR2	Dxy	0.589735
23	13630002	13640001	AFR1	.	pi	0.243765
23	13630002	13640001	AFR2	.	pi	0.365316
23	13630002	13640001	OOA	.	pi	0.00936724
23	13630002	13640001	AFR2	AFR1	Dxy	0.338961
23	13630002	13640001	OOA	AFR1	Dxy	0.153098
23	13630002	13640001	OOA	AFR2	Dxy	0.266966
23	13640002	13650001	AFR1	.	pi	0.274793
23	13640002	13650001	AFR2	.	pi	0.34941
23	13640002	13650001	OOA	.	pi	0.147339
23	13640002	13650001	AFR2	AFR1	Dxy	0.326065
23	13640002	13650001	OOA	AFR1	Dxy	0.283064
23	13640002	13650001	OOA	AFR2	Dxy	0.346162
23	13650002	13660001	AFR1	.	pi	0.307147
23	13650002	13660001	AFR2	.	pi	0.269854
23	13650002	13660001	OOA	.	pi	0.123022
23	13650002	13660001	AFR2	AFR1	Dxy	0.317356
23	13650002	13660001	OOA	AFR1	Dxy	0.367163
23	13650002	13660001	OOA	AFR2	Dxy	0.416505
23	13660002	13670001	AFR1	.	pi	0.368321
23	13660002	13670001	AFR2	.	pi	0.224184
23	13660002	13670001	OOA	.	pi	0.0288279
23	13660002	13670001	AFR2	AFR1	Dxy	0.319058
23	13660002	13670001	OOA	AFR1	Dxy	0.329073
23	13660002	13670001	OOA	AFR2	Dxy	0.290219
23	13670002	13680001	AFR1	.	pi	0.269112
23	13670002	13680001	AFR2	.	pi	0.268754
23	13670002	13680001	OOA	.	pi	0.118476
23	13670002	13680001	AFR2	AFR1	Dxy	0.282524
23	13670002	13680001	OOA	AFR1	Dxy	0.316379
23	13670002	13680001	OOA	AFR2	Dxy	0.349805
23	13680002	13690001	AFR1	.	pi	0.382788
23	13680002	13690001	AFR2	.	pi	0.334148
23	13680002	13690001	OOA	.	pi	0.214468
23	13680002	13690001	AFR2	AFR1	Dxy	0.371505
23	13680002	13690001	OOA	AFR1	Dxy	0.487012
23	13680002	13690001	OOA	AFR2	Dxy	0.427602
23	13690002	13700001	AFR1	.	pi	0.347885
23	13690002	13700001	AFR2	.	pi	0.256342
23	13690002	13700001	OOA	.	pi	0.0372506
23	13690002	13700001	AFR2	AFR1	Dxy	0.32016
23	13690002	13700001	OOA	AFR1	Dxy	0.306166
23	13690002	13700001	OOA	AFR2	Dxy	0.244102
23	13700002	13710001	AFR1	.	pi	0.250599
23	13700002	13710001	AFR2	.	pi	0.259924
23	13700002	13710001	OOA	.	pi	0.06651
23	13700002	13710001	AFR2	AFR1	Dxy	0.276787
23	13700002	13710001	OOA	AFR1	Dxy	0.318822
23	13700002	13710001	OOA	AFR2	Dxy	0.382314
23	13710002	13720001	AFR1	.	pi	0.326731
23	13710002	13720001	AFR2	.	pi	0.286908
23	13710002	13720001	OOA	.	pi	0.198486
23	13710002	13720001	AFR2	AFR1	Dxy	0.322793
23	13710002	13720001	OOA	AFR1	Dxy	0.309894
23	13710002	13720001	OOA	AFR2	Dxy	0.332016
23	13720002	13730001	AFR1	.	pi	0.339492
23	13720002	13730001	AFR2	.	pi	0.264393
23	13720002	13730001	OOA	.	pi	0.206659
23	13720002	13730001	AFR2	AFR1	Dxy	0.336833
23	13720002	13730001	OOA	AFR1	Dxy	0.358997
23	13720002	13730001	OOA	AFR2	Dxy	0.308626
23	13730002	13740001	AFR1	.	pi	0.325437
23	13730002	13740001	AFR2	.	pi	0.302464
23	13730002	13740001	OOA	.	pi	0.11766
23	13730002	13740001	AFR2	AFR1	Dxy	0.334249
23	13730002	13740001	OOA	AFR1	Dxy	0.28472
23	13730002	13740001	OOA	AFR2	Dxy	0.310213
23	13740002	13750001	AFR1	.	pi	0.390021
23	13740002	13750001	AFR2	.	pi	0.347199
23	13740002	13750001	OOA	.	pi	0.178283
23	13740002	13750001	AFR2	AFR1	Dxy	0.375652
23	13740002	13750001	OOA	AFR1	Dxy	0.574711
23	13740002	13750001	OOA	AFR2	Dxy	0.564898
23	13750002	13760001	AFR1	.	pi	0.373621
23	13750002	13760001	AFR2	.	pi	0.341861
23	13750002	13760001	OOA	.	pi	0.0592877
23	13750002	13760001	AFR2	AFR1	Dxy	0.393697
23	13750002	13760001	OOA	AFR1	Dxy	0.619898
23	13750002	13760001	OOA	AFR2	Dxy	0.694423
23	13760002	13770001	AFR1	.	pi	0.379974
23	13760002	13770001	AFR2	.	pi	0.358701
23	13760002	13770001	OOA	.	pi	0.235741
23	13760002	13770001	AFR2	AFR1	Dxy	0.406921
23	13760002	13770001	OOA	AFR1	Dxy	0.355426
23	13760002	13770001	OOA	AFR2	Dxy	0.444743
23	13770002	13780001	AFR1	.	pi	0.316118
23	13770002	13780001	AFR2	.	pi	0.247959
23	13770002	13780001	OOA	.	pi	0.182756
23	13770002	13780001	AFR2	AFR1	Dxy	0.312734
23	13770002	13780001	OOA	AFR1	Dxy	0.342549
23	13770002	13780001	OOA	AFR2	Dxy	0.329955
23	13780002	13790001	AFR1	.	pi	0.301618
23	13780002	13790001	AFR2	.	pi	0.247459
23	13780002	13790001	OOA	.	pi	0.0794835
23	13780002	13790001	AFR2	AFR1	Dxy	0.277766
23	13780002	13790001	OOA	AFR1	Dxy	0.232038
23	13780002	13790001	OOA	AFR2	Dxy	0.202782
23	13790002	13800001	AFR1	.	pi	0.413576
23	13790002	13800001	AFR2	.	pi	0.402077
23	13790002	13800001	OOA	.	pi	0.123335
23	13790002	13800001	AFR2	AFR1	Dxy	0.415217
23	13790002	13800001	OOA	AFR1	Dxy	0.403521
23	13790002	13800001	OOA	AFR2	Dxy	0.453498
23	13800002	13810001	AFR1	.	pi	0.294537
23	13800002	13810001	AFR2	.	pi	0.268105
23	13800002	13810001	OOA	.	pi	0.170825
23	13800002	13810001	AFR2	AFR1	Dxy	0.287969
23	13800002	13810001	OOA	AFR1	Dxy	0.332642
23	13800002	13810001	OOA	AFR2	Dxy	0.350021
23	13810002	13820001	AFR1	.	pi	0.314079
23	13810002	13820001	AFR2	.	pi	0.313997
23	13810002	13820001	OOA	.	pi	0.264538
23	13810002	13820001	AFR2	AFR1	Dxy	0.323939
23	13810002	13820001	OOA	AFR1	Dxy	0.432327
23	13810002	13820001	OOA	AFR2	Dxy	0.404916
23	13820002	13830001	AFR1	.	pi	0.371087
23	13820002	13830001	AFR2	.	pi	0.339738
23	13820002	13830001	OOA	.	pi	0.0459613
23	13820002	13830001	AFR2	AFR1	Dxy	0.377811
23	13820002	13830001	OOA	AFR1	Dxy	0.347474
23	13820002	13830001	OOA	AFR2	Dxy	0.273158
23	13830002	13840001	AFR1	.	pi	0.360287
23	13830002	13840001	AFR2	.	pi	0.385496
23	13830002	13840001	OOA	.	pi	0.0792371
23	13830002	13840001	AFR2	AFR1	Dxy	0.377824
23	13830002	13840001	OOA	AFR1	Dxy	0.272267
23	13830002	13840001	OOA	AFR2	Dxy	0.299316
23	13840002	13850001	AFR1	.	pi	0.332228
23	13840002	13850001	AFR2	.	pi	0.246757
23	13840002	13850001	OOA	.	pi	0.166366
23	13840002	13850001	AFR2	AFR1	Dxy	0.311595
23	13840002	13850001	OOA	AFR1	Dxy	0.439211
23	13840002	13850001	OOA	AFR2	Dxy	0.370419
23	13850002	13860001	AFR1	.	pi	0.332647
23	13850002	13860001	AFR2	.	pi	0.290573
23	13850002	13860001	OOA	.	pi	0.191736
23	13850002	13860001	AFR2	AFR1	Dxy	0.332787
23	13850002	13860001	OOA	AFR1	Dxy	0.325577
23	13850002	13860001	OOA	AFR2	Dxy	0.291029
23	13860002	13870001	AFR1	.	pi	0.185738
23	13860002	13870001	AFR2	.	pi	0.0970857
23	13860002	13870001	OOA	.	pi	0.161604
23	13860002	13870001	AFR2	AFR1	Dxy	0.143974
23	13860002	13870001	OOA	AFR1	Dxy	0.293422
23	13860002	13870001	OOA	AFR2	Dxy	0.278055
23	13870002	13880001	AFR1	.	pi	0.271263
23	13870002	13880001	AFR2	.	pi	0.274077
23	13870002	13880001	OOA	.	pi	0.0972371
23	13870002	13880001	AFR2	AFR1	Dxy	0.280415
23	13870002	13880001	OOA	AFR1	Dxy	0.246056
23	13870002	13880001	OOA	AFR2	Dxy	0.281618
23	13880002	13890001	AFR1	.	pi	0.338836
23	13880002	13890001	AFR2	.	pi	0.421365
23	13880002	13890001	OOA	.	pi	0.123957
23	13880002	13890001	AFR2	AFR1	Dxy	0.4001
23	13880002	13890001	OOA	AFR1	Dxy	0.268683
23	13880002	13890001	OOA	AFR2	Dxy	0.359099
23	13890002	13900001	AFR1	.	pi	0.336031
23	13890002	13900001	AFR2	.	pi	0.300939
23	13890002	13900001	OOA	.	pi	0.0656574
23	13890002	13900001	AFR2	AFR1	Dxy	0.331957
23	13890002	13900001	OOA	AFR1	Dxy	0.325534
23	13890002	13900001	OOA	AFR2	Dxy	0.303266
23	13900002	13910001	AFR1	.	pi	0.301921
23	13900002	13910001	AFR2	.	pi	0.260166
23	13900002	13910001	OOA	.	pi	0.218469
23	13900002	13910001	AFR2	AFR1	Dxy	0.295159
23	13900002	13910001	OOA	AFR1	Dxy	0.310837
23	13900002	13910001	OOA	AFR2	Dxy	0.289952
23	13910002	13920001	AFR1	.	pi	0.258272
23	13910002	13920001	AFR2	.	pi	0.198812
23	13910002	13920001	OOA	.	pi	0.139306
23	13910002	13920001	AFR2	AFR1	Dxy	0.236471
23	13910002	13920001	OOA	AFR1	Dxy	0.359504
23	13910002	13920001	OOA	AFR2	Dxy	0.308069
23	13920002	13930001	AFR1	.	pi	0.228351
23	13920002	13930001	AFR2	.	pi	0.244764
23	13920002	13930001	OOA	.	pi	0.169174
23	13920002	13930001	AFR2	AFR1	Dxy	0.237739
23	13920002	13930001	OOA	AFR1	Dxy	0.200775
23	13920002	13930001	OOA	AFR2	Dxy	0.21317
23	13930002	13940001	AFR1	.	pi	0.255786
23	13930002	13940001	AFR2	.	pi	0.254555
23	13930002	13940001	OOA	.	pi	0.143381
23	13930002	13940001	AFR2	AFR1	Dxy	0.271906
23	13930002	13940001	OOA	AFR1	Dxy	0.266618
23	13930002	13940001	OOA	AFR2	Dxy	0.246667
23	13940002	13950001	AFR1	.	pi	0.369879
23	13940002	13950001	AFR2	.	pi	0.327088
23	13940002	13950001	OOA	.	pi	0.211968
23	13940002	13950001	AFR2	AFR1	Dxy	0.357461
23	13940002	13950001	OOA	AFR1	Dxy	0.337
23	13940002	13950001	OOA	AFR2	Dxy	0.331392
23	13950002	13960001	AFR1	.	pi	0.361669
23	13950002	13960001	AFR2	.	pi	0.336425
23	13950002	13960001	OOA	.	pi	0.112326
23	13950002	13960001	AFR2	AFR1	Dxy	0.365606
23	13950002	13960001	OOA	AFR1	Dxy	0.377526
23	13950002	13960001	OOA	AFR2	Dxy	0.375071
23	13960002	13970001	AFR1	.	pi	0.33909
23	13960002	13970001	AFR2	.	pi	0.318767
23	13960002	13970001	OOA	.	pi	0.156737
23	13960002	13970001	AFR2	AFR1	Dxy	0.344476
23	13960002	13970001	OOA	AFR1	Dxy	0.340139
23	13960002	13970001	OOA	AFR2	Dxy	0.37362
23	13970002	13980001	AFR1	.	pi	0.382146
23	13970002	13980001	AFR2	.	pi	0.309511
23	13970002	13980001	OOA	.	pi	0.218521
23	13970002	13980001	AFR2	AFR1	Dxy	0.363293
23	13970002	13980001	OOA	AFR1	Dxy	0.380793
23	13970002	13980001	OOA	AFR2	Dxy	0.300888
23	13980002	13990001	AFR1	.	pi	0.314209
23	13980002	13990001	AFR2	.	pi	0.302166
23	13980002	13990001	OOA	.	pi	0.126896
23	13980002	13990001	AFR2	AFR1	Dxy	0.32379
23	13980002	13990001	OOA	AFR1	Dxy	0.381821
23	13980002	13990001	OOA	AFR2	Dxy	0.390545
23	14000002	14010001	AFR1	.	pi	0.19289
23	14000002	14010001	AFR2	.	pi	0.173761
23	14000002	14010001	OOA	.	pi	0.124122
23	14000002	14010001	AFR2	AFR1	Dxy	0.182897
23	14000002	14010001	OOA	AFR1	Dxy	0.159851
23	14000002	14010001	OOA	AFR2	Dxy	0.14924
23	14010002	14020001	AFR1	.	pi	0.223424
23	14010002	14020001	AFR2	.	pi	0.254069
23	14010002	14020001	OOA	.	pi	0.299418
23	14010002	14020001	AFR2	AFR1	Dxy	0.256968
23	14010002	14020001	OOA	AFR1	Dxy	0.414726
23	14010002	14020001	OOA	AFR2	Dxy	0.38499
23	14020002	14030001	AFR1	.	pi	0.439093
23	14020002	14030001	AFR2	.	pi	0.387933
23	14020002	14030001	OOA	.	pi	0.163997
23	14020002	14030001	AFR2	AFR1	Dxy	0.420143
23	14020002	14030001	OOA	AFR1	Dxy	0.376644
23	14020002	14030001	OOA	AFR2	Dxy	0.326915
23	14030002	14040001	AFR1	.	pi	0.435601
23	14030002	14040001	AFR2	.	pi	0.386598
23	14030002	14040001	OOA	.	pi	0.264496
23	14030002	14040001	AFR2	AFR1	Dxy	0.428965
23	14030002	14040001	OOA	AFR1	Dxy	0.418663
23	14030002	14040001	OOA	AFR2	Dxy	0.392046
23	14040002	14050001	AFR1	.	pi	0.366673
23	14040002	14050001	AFR2	.	pi	0.311656
23	14040002	14050001	OOA	.	pi	0.171559
23	14040002	14050001	AFR2	AFR1	Dxy	0.351785
23	14040002	14050001	OOA	AFR1	Dxy	0.378754
23	14040002	14050001	OOA	AFR2	Dxy	0.331165
23	14060002	14070001	AFR1	.	pi	0.309119
23	14060002	14070001	AFR2	.	pi	0.308404
23	14060002	14070001	OOA	.	pi	0.205642
23	14060002	14070001	AFR2	AFR1	Dxy	0.321511
23	14060002	14070001	OOA	AFR1	Dxy	0.316295
23	14060002	14070001	OOA	AFR2	Dxy	0.329821
23	14070002	14080001	AFR1	.	pi	0.292133
23	14070002	14080001	AFR2	.	pi	0.255283
23	14070002	14080001	OOA	.	pi	0.225462
23	14070002	14080001	AFR2	AFR1	Dxy	0.28619
23	14070002	14080001	OOA	AFR1	Dxy	0.313364
23	14070002	14080001	OOA	AFR2	Dxy	0.320706
23	14080002	14090001	AFR1	.	pi	0.274359
23	14080002	14090001	AFR2	.	pi	0.230556
23	14080002	14090001	OOA	.	pi	0.15956
23	14080002	14090001	AFR2	AFR1	Dxy	0.259034
23	14080002	14090001	OOA	AFR1	Dxy	0.241732
23	14080002	14090001	OOA	AFR2	Dxy	0.216547
23	14090002	14100001	AFR1	.	pi	0.26354
23	14090002	14100001	AFR2	.	pi	0.300964
23	14090002	14100001	OOA	.	pi	0.265451
23	14090002	14100001	AFR2	AFR1	Dxy	0.302452
23	14090002	14100001	OOA	AFR1	Dxy	0.280232
23	14090002	14100001	OOA	AFR2	Dxy	0.336199
23	14100002	14110001	AFR1	.	pi	0.34371
23	14100002	14110001	AFR2	.	pi	0.29473
23	14100002	14110001	OOA	.	pi	0.151804
23	14100002	14110001	AFR2	AFR1	Dxy	0.359669
23	14100002	14110001	OOA	AFR1	Dxy	0.366066
23	14100002	14110001	OOA	AFR2	Dxy	0.314379
23	14110002	14120001	AFR1	.	pi	0.257038
23	14110002	14120001	AFR2	.	pi	0.202483
23	14110002	14120001	OOA	.	pi	0.152252
23	14110002	14120001	AFR2	AFR1	Dxy	0.237932
23	14110002	14120001	OOA	AFR1	Dxy	0.268567
23	14110002	14120001	OOA	AFR2	Dxy	0.221278
23	14120002	14130001	AFR1	.	pi	0.323897
23	14120002	14130001	AFR2	.	pi	0.297967
23	14120002	14130001	OOA	.	pi	0.0803474
23	14120002	14130001	AFR2	AFR1	Dxy	0.317317
23	14120002	14130001	OOA	AFR1	Dxy	0.295338
23	14120002	14130001	OOA	AFR2	Dxy	0.304239
23	14130002	14140001	AFR1	.	pi	0.318764
23	14130002	14140001	AFR2	.	pi	0.344313
23	14130002	14140001	OOA	.	pi	0.157965
23	14130002	14140001	AFR2	AFR1	Dxy	0.340416
23	14130002	14140001	OOA	AFR1	Dxy	0.326865
23	14130002	14140001	OOA	AFR2	Dxy	0.384775
23	14140002	14150001	AFR1	.	pi	0.326738
23	14140002	14150001	AFR2	.	pi	0.359696
23	14140002	14150001	OOA	.	pi	0.228359
23	14140002	14150001	AFR2	AFR1	Dxy	0.361761
23	14140002	14150001	OOA	AFR1	Dxy	0.326248
23	14140002	14150001	OOA	AFR2	Dxy	0.369923
23	14150002	14160001	AFR1	.	pi	0.357794
23	14150002	14160001	AFR2	.	pi	0.319289
23	14150002	14160001	OOA	.	pi	0.126427
23	14150002	14160001	AFR2	AFR1	Dxy	0.344358
23	14150002	14160001	OOA	AFR1	Dxy	0.311586
23	14150002	14160001	OOA	AFR2	Dxy	0.28346
23	14160002	14170001	AFR1	.	pi	0.175626
23	14160002	14170001	AFR2	.	pi	0.196922
23	14160002	14170001	OOA	.	pi	0.0723762
23	14160002	14170001	AFR2	AFR1	Dxy	0.187617
23	14160002	14170001	OOA	AFR1	Dxy	0.131161
23	14160002	14170001	OOA	AFR2	Dxy	0.146799
23	14170002	14180001	AFR1	.	pi	0.287823
23	14170002	14180001	AFR2	.	pi	0.217986
23	14170002	14180001	OOA	.	pi	0.156101
23	14170002	14180001	AFR2	AFR1	Dxy	0.270356
23	14170002	14180001	OOA	AFR1	Dxy	0.267272
23	14170002	14180001	OOA	AFR2	Dxy	0.207083
23	14180002	14190001	AFR1	.	pi	0.246608
23	14180002	14190001	AFR2	.	pi	0.265233
23	14180002	14190001	OOA	.	pi	0.146982
23	14180002	14190001	AFR2	AFR1	Dxy	0.274381
23	14180002	14190001	OOA	AFR1	Dxy	0.295529
23	14180002	14190001	OOA	AFR2	Dxy	0.296281
23	14190002	14200001	AFR1	.	pi	0.337212
23	14190002	14200001	AFR2	.	pi	0.308326
23	14190002	14200001	OOA	.	pi	0.261374
23	14190002	14200001	AFR2	AFR1	Dxy	0.326971
23	14190002	14200001	OOA	AFR1	Dxy	0.367944
23	14190002	14200001	OOA	AFR2	Dxy	0.340716
23	14200002	14210001	AFR1	.	pi	0.252502
23	14200002	14210001	AFR2	.	pi	0.24904
23	14200002	14210001	OOA	.	pi	0.208592
23	14200002	14210001	AFR2	AFR1	Dxy	0.264503
23	14200002	14210001	OOA	AFR1	Dxy	0.333857
23	14200002	14210001	OOA	AFR2	Dxy	0.333017
23	14210002	14220001	AFR1	.	pi	0.278317
23	14210002	14220001	AFR2	.	pi	0.262321
23	14210002	14220001	OOA	.	pi	0.0935348
23	14210002	14220001	AFR2	AFR1	Dxy	0.280533
23	14210002	14220001	OOA	AFR1	Dxy	0.221644
23	14210002	14220001	OOA	AFR2	Dxy	0.221346
23	14220002	14230001	AFR1	.	pi	0.341285
23	14220002	14230001	AFR2	.	pi	0.307419
23	14220002	14230001	OOA	.	pi	0.0965203
23	14220002	14230001	AFR2	AFR1	Dxy	0.333705
23	14220002	14230001	OOA	AFR1	Dxy	0.374014
23	14220002	14230001	OOA	AFR2	Dxy	0.389754
23	14230002	14240001	AFR1	.	pi	0.325393
23	14230002	14240001	AFR2	.	pi	0.321363
23	14230002	14240001	OOA	.	pi	0.128428
23	14230002	14240001	AFR2	AFR1	Dxy	0.328507
23	14230002	14240001	OOA	AFR1	Dxy	0.323535
23	14230002	14240001	OOA	AFR2	Dxy	0.32202
23	14240002	14250001	AFR1	.	pi	0.38053
23	14240002	14250001	AFR2	.	pi	0.334007
23	14240002	14250001	OOA	.	pi	0.29413
23	14240002	14250001	AFR2	AFR1	Dxy	0.406574
23	14240002	14250001	OOA	AFR1	Dxy	0.465313
23	14240002	14250001	OOA	AFR2	Dxy	0.413986
23	14250002	14260001	AFR1	.	pi	0.29916
23	14250002	14260001	AFR2	.	pi	0.279441
23	14250002	14260001	OOA	.	pi	0.238039
23	14250002	14260001	AFR2	AFR1	Dxy	0.301005
23	14250002	14260001	OOA	AFR1	Dxy	0.314968
23	14250002	14260001	OOA	AFR2	Dxy	0.327713
23	14260002	14270001	AFR1	.	pi	0.265072
23	14260002	14270001	AFR2	.	pi	0.320681
23	14260002	14270001	OOA	.	pi	0.222749
23	14260002	14270001	AFR2	AFR1	Dxy	0.301643
23	14260002	14270001	OOA	AFR1	Dxy	0.282771
23	14260002	14270001	OOA	AFR2	Dxy	0.330902
23	14270002	14280001	AFR1	.	pi	0.279057
23	14270002	14280001	AFR2	.	pi	0.235012
23	14270002	14280001	OOA	.	pi	0.224651
23	14270002	14280001	AFR2	AFR1	Dxy	0.272202
23	14270002	14280001	OOA	AFR1	Dxy	0.367464
23	14270002	14280001	OOA	AFR2	Dxy	0.36162
23	14280002	14290001	AFR1	.	pi	0.279473
23	14280002	14290001	AFR2	.	pi	0.140388
23	14280002	14290001	OOA	.	pi	0.0738252
23	14280002	14290001	AFR2	AFR1	Dxy	0.23379
23	14280002	14290001	OOA	AFR1	Dxy	0.208618
23	14280002	14290001	OOA	AFR2	Dxy	0.116163
23	14290002	14300001	AFR1	.	pi	0.276692
23	14290002	14300001	AFR2	.	pi	0.255969
23	14290002	14300001	OOA	.	pi	0.17468
23	14290002	14300001	AFR2	AFR1	Dxy	0.2846
23	14290002	14300001	OOA	AFR1	Dxy	0.360762
23	14290002	14300001	OOA	AFR2	Dxy	0.323581
23	14300002	14310001	AFR1	.	pi	0.176584
23	14300002	14310001	AFR2	.	pi	0.127808
23	14300002	14310001	OOA	.	pi	0
23	14300002	14310001	AFR2	AFR1	Dxy	0.152653
23	14300002	14310001	OOA	AFR1	Dxy	0.0976562
23	14300002	14310001	OOA	AFR2	Dxy	0.0683453
23	14310002	14320001	AFR1	.	pi	0.258949
23	14310002	14320001	AFR2	.	pi	0.277519
23	14310002	14320001	OOA	.	pi	0.156018
23	14310002	14320001	AFR2	AFR1	Dxy	0.317144
23	14310002	14320001	OOA	AFR1	Dxy	0.290505
23	14310002	14320001	OOA	AFR2	Dxy	0.271327
23	14320002	14330001	AFR1	.	pi	0.265027
23	14320002	14330001	AFR2	.	pi	0.263626
23	14320002	14330001	OOA	.	pi	0.169413
23	14320002	14330001	AFR2	AFR1	Dxy	0.29696
23	14320002	14330001	OOA	AFR1	Dxy	0.357645
23	14320002	14330001	OOA	AFR2	Dxy	0.368519
23	14330002	14340001	AFR1	.	pi	0.295939
23	14330002	14340001	AFR2	.	pi	0.273396
23	14330002	14340001	OOA	.	pi	0.200931
23	14330002	14340001	AFR2	AFR1	Dxy	0.299771
23	14330002	14340001	OOA	AFR1	Dxy	0.358866
23	14330002	14340001	OOA	AFR2	Dxy	0.325958
23	14340002	14350001	AFR1	.	pi	0.206047
23	14340002	14350001	AFR2	.	pi	0.222841
23	14340002	14350001	OOA	.	pi	0.21351
23	14340002	14350001	AFR2	AFR1	Dxy	0.22778
23	14340002	14350001	OOA	AFR1	Dxy	0.343476
23	14340002	14350001	OOA	AFR2	Dxy	0.385052
23	14350002	14360001	AFR1	.	pi	0.202177
23	14350002	14360001	AFR2	.	pi	0.181237
23	14350002	14360001	OOA	.	pi	0.261401
23	14350002	14360001	AFR2	AFR1	Dxy	0.205401
23	14350002	14360001	OOA	AFR1	Dxy	0.308405
23	14350002	14360001	OOA	AFR2	Dxy	0.319208
23	14360002	14370001	AFR1	.	pi	0.341552
23	14360002	14370001	AFR2	.	pi	0.347705
23	14360002	14370001	OOA	.	pi	0.286212
23	14360002	14370001	AFR2	AFR1	Dxy	0.378143
23	14360002	14370001	OOA	AFR1	Dxy	0.386547
23	14360002	14370001	OOA	AFR2	Dxy	0.391985
23	14370002	14380001	AFR1	.	pi	0.27622
23	14370002	14380001	AFR2	.	pi	0.290228
23	14370002	14380001	OOA	.	pi	0.202003
23	14370002	14380001	AFR2	AFR1	Dxy	0.293789
23	14370002	14380001	OOA	AFR1	Dxy	0.372328
23	14370002	14380001	OOA	AFR2	Dxy	0.406296
23	14380002	14390001	AFR1	.	pi	0.366614
23	14380002	14390001	AFR2	.	pi	0.289371
23	14380002	14390001	OOA	.	pi	0.185267
23	14380002	14390001	AFR2	AFR1	Dxy	0.37041
23	14380002	14390001	OOA	AFR1	Dxy	0.384483
23	14380002	14390001	OOA	AFR2	Dxy	0.311955
23	14390002	14400001	AFR1	.	pi	0.291941
23	14390002	14400001	AFR2	.	pi	0.20259
23	14390002	14400001	OOA	.	pi	0.0174476
23	14390002	14400001	AFR2	AFR1	Dxy	0.287321
23	14390002	14400001	OOA	AFR1	Dxy	0.219817
23	14390002	14400001	OOA	AFR2	Dxy	0.128375
23	14400002	14410001	AFR1	.	pi	0.274209
23	14400002	14410001	AFR2	.	pi	0.287054
23	14400002	14410001	OOA	.	pi	0.213984
23	14400002	14410001	AFR2	AFR1	Dxy	0.293127
23	14400002	14410001	OOA	AFR1	Dxy	0.303846
23	14400002	14410001	OOA	AFR2	Dxy	0.296255
23	14410002	14420001	AFR1	.	pi	0.257071
23	14410002	14420001	AFR2	.	pi	0.201246
23	14410002	14420001	OOA	.	pi	0.216181
23	14410002	14420001	AFR2	AFR1	Dxy	0.254018
23	14410002	14420001	OOA	AFR1	Dxy	0.257561
23	14410002	14420001	OOA	AFR2	Dxy	0.233455
23	14420002	14430001	AFR1	.	pi	0.331779
23	14420002	14430001	AFR2	.	pi	0.265241
23	14420002	14430001	OOA	.	pi	0.108107
23	14420002	14430001	AFR2	AFR1	Dxy	0.344159
23	14420002	14430001	OOA	AFR1	Dxy	0.325735
23	14420002	14430001	OOA	AFR2	Dxy	0.22692
23	14430002	14440001	AFR1	.	pi	0.346241
23	14430002	14440001	AFR2	.	pi	0.318071
23	14430002	14440001	OOA	.	pi	0.13636
23	14430002	14440001	AFR2	AFR1	Dxy	0.374818
23	14430002	14440001	OOA	AFR1	Dxy	0.331985
23	14430002	14440001	OOA	AFR2	Dxy	0.325762
23	14440002	14450001	AFR1	.	pi	0.304014
23	14440002	14450001	AFR2	.	pi	0.271423
23	14440002	14450001	OOA	.	pi	0.133807
23	14440002	14450001	AFR2	AFR1	Dxy	0.326752
23	14440002	14450001	OOA	AFR1	Dxy	0.347738
23	14440002	14450001	OOA	AFR2	Dxy	0.279666
23	14450002	14460001	AFR1	.	pi	0.274241
23	14450002	14460001	AFR2	.	pi	0.179421
23	14450002	14460001	OOA	.	pi	0.136487
23	14450002	14460001	AFR2	AFR1	Dxy	0.263317
23	14450002	14460001	OOA	AFR1	Dxy	0.281934
23	14450002	14460001	OOA	AFR2	Dxy	0.188898
23	14460002	14470001	AFR1	.	pi	0.187521
23	14460002	14470001	AFR2	.	pi	0.163693
23	14460002	14470001	OOA	.	pi	0.198133
23	14460002	14470001	AFR2	AFR1	Dxy	0.181309
23	14460002	14470001	OOA	AFR1	Dxy	0.338214
23	14460002	14470001	OOA	AFR2	Dxy	0.302252
23	14470002	14480001	AFR1	.	pi	0.19708
23	14470002	14480001	AFR2	.	pi	0.277334
23	14470002	14480001	OOA	.	pi	0.185146
23	14470002	14480001	AFR2	AFR1	Dxy	0.270468
